author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Regions Development,developer,https://www.cian.ru/sale/flat/301623904/,Москва,sale,flat,2,16,1,40.9,-1,0,17295455,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
Estes,real_estate_agent,https://www.cian.ru/sale/flat/300647536/,Москва,sale,flat,4,12,1,38.7,-1,0,12750000,Нагатино-Садовники,Коломенский проезд,14К1,Каширская,
Стадион Спартак,developer,https://www.cian.ru/sale/flat/282960185/,Москва,sale,flat,2,19,1,42.7,-1,0,22191190,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/300501002/,Москва,sale,flat,3,12,1,35.0,-1,0,10100000,Западное Дегунино, Ивана Сусанина,4К1,Моссельмаш,
Prime Life Development,developer,https://www.cian.ru/sale/flat/299132337/,Москва,sale,flat,18,25,1,40.26,-1,0,23226621,Нагатино-Садовники,Нагатинская ,к3вл1,Нагатинская,Первый Нагатинский
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/298376026/,Москва,sale,flat,15,30,1,37.5,-1,0,14500000,Южнопортовый,Волгоградский проспект,32/5к1,Угрешская,
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551699/,Москва,sale,flat,8,57,1,44.4,-1,0,18616920,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298159475/,Москва,sale,flat,3,32,1,35.0,-1,0,19000000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
СИТИ21,developer,https://www.cian.ru/sale/flat/301268679/,Москва,sale,flat,4,15,1,32.6,-1,0,18288906,Останкинский,проспект Мира,95,Алексеевская,Hill8
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300136415/,Москва,sale,flat,12,14,1,54.5,-1,0,35700000,Пресненский, Малая Грузинская,28,Краснопресненская,
Sminex,developer,https://www.cian.ru/sale/flat/301346487/,Москва,sale,flat,2,21,1,37.76,-1,0,20490000,Марфино, Академика Королева,21,Телецентр,Дом Достижение
ID 95996886,realtor,https://www.cian.ru/sale/flat/299430676/,Москва,sale,flat,4,9,1,35.0,-1,0,17499900,Таганский,Воронцовская ,46,Крестьянская застава,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/298149865/,Москва,sale,flat,15,27,1,45.1,-1,0,20295000,Басманный, Фридриха Энгельса,56,Бауманская,Дом 56
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/300507880/,Москва,sale,flat,5,29,1,36.3,-1,0,13600000,Богородское,Открытое шоссе,14Д,Бульвар Рокоссовского,Талисман на Рокоссовского
Пионер,developer,https://www.cian.ru/sale/flat/301513625/,Москва,sale,flat,6,22,1,30.7,-1,0,16048946,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
SITRealty,real_estate_agent,https://www.cian.ru/sale/flat/300609717/,Москва,sale,flat,4,7,1,40.0,-1,0,9850000,, Медовая Долина,2,Санино,Баркли Медовая долина
Sense Development,developer,https://www.cian.ru/sale/flat/298147706/,Москва,sale,flat,12,13,1,39.8,-1,0,25145601,Даниловский,Подольское шоссе,3,Тульская,Logos
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/301026477/,Москва,sale,flat,3,12,1,35.0,-1,0,9700000,Марьино,Перервинский бульвар,7К1,Братиславская,
MR Group,developer,https://www.cian.ru/sale/flat/282209329/,Москва,sale,flat,2,57,1,42.52,-1,0,24463584,Филевский парк,,,Фили,Фили Сити ЖК
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/298285470/,Москва,sale,flat,16,23,1,38.2,-1,0,12990000,, Анны Ахматовой,11к1,Рассказовка,Городские истории (Рассказовка)
GloraX,developer,https://www.cian.ru/sale/flat/300398462/,Москва,sale,flat,4,21,1,53.11,-1,0,28789999,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
ID 3192,realtor,https://www.cian.ru/sale/flat/301321164/,Москва,sale,flat,6,12,1,33.0,-1,0,10700000,Строгино, Исаковского,28К1,Строгино,
Балтийская Строительная Компания,developer,https://www.cian.ru/sale/flat/297286565/,Москва,sale,flat,12,13,1,48.6,-1,0,32610600,Арбат, Новый Арбат,,Смоленская,Звёзды Арбата
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300666374/,Москва,sale,flat,8,18,1,38.2,-1,0,17000000,Даниловский,проспект Лихачева,12к3,Технопарк,Квартал на набережной NOW
5 ДОНСКОЙ,developer,https://www.cian.ru/sale/flat/299380453/,Москва,sale,flat,24,75,1,41.62,-1,0,21941564,Донской,5-й Донской проезд,вл21к6,Площадь Гагарина,The Five
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/301407636/,Москва,sale,flat,21,22,1,38.5,-1,0,14999000,Южное Тушино,бульвар Яна Райниса,45К2,Сходненская,
Трансстройинвест,developer,https://www.cian.ru/sale/flat/299589652/,Москва,sale,flat,2,24,1,43.5,-1,0,17768630,Очаково-Матвеевское,Мичуринский проспект,72А,Озёрная,ОМ
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/301181308/,Москва,sale,flat,2,2,1,31.4,-1,0,9800000,Текстильщики,Грайвороновская ,4С2,Текстильщики,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/301576108/,Москва,sale,flat,25,27,1,24.1,-1,0,11206500,Щукино, Берзарина,,Щукинская,Октябрьское поле
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/300967755/,Москва,sale,flat,2,2,1,28.7,-1,0,9500000,Текстильщики,Грайвороновская ,4С2,Текстильщики,
Пионер,developer,https://www.cian.ru/sale/flat/301460119/,Москва,sale,flat,6,26,1,24.5,-1,0,19028856,Даниловский,,,Павелецкая,Хай Лайф ЖК
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/298139152/,Москва,sale,flat,3,19,1,31.3,-1,0,19800000,Басманный,Малая Почтовая ,,Бауманская,MYPRIORITY Basmanny
Пионер,developer,https://www.cian.ru/sale/flat/301514846/,Москва,sale,flat,2,9,1,37.89,-1,0,15711300,Москворечье-Сабурово,,,Варшавская,Лайф Варшавская ЖК
Voller.one,real_estate_agent,https://www.cian.ru/sale/flat/297643594/,Москва,sale,flat,11,21,1,43.6,-1,0,18000000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
Level Group,developer,https://www.cian.ru/sale/flat/301557176/,Москва,sale,flat,4,32,1,34.9,-1,0,,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301508047/,Москва,sale,flat,15,17,1,38.0,-1,0,11800000,Вешняки,аллея Жемчуговой,5К3,Новогиреево,
MR Group,developer,https://www.cian.ru/sale/flat/300481003/,Москва,sale,flat,4,39,1,39.6,-1,0,15509395,Западное Дегунино,Северный ао,,Селигерская,Селигер Сити ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301165914/,Москва,sale,flat,7,24,1,49.0,-1,0,23000000,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,Wellton park
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/300923065/,Москва,sale,flat,2,15,1,28.3,-1,0,10541750,Головинский,Северный ао,,Коптево,Михалковский ЖК
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301650868/,Москва,sale,flat,13,15,1,35.4,-1,0,17599000,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/301301804/,Москва,sale,flat,2,26,1,24.0,-1,0,9480000,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
ID 3192,realtor,https://www.cian.ru/sale/flat/300635825/,Москва,sale,flat,7,24,1,37.0,-1,0,14350000,Обручевский, Обручева,5А,Новаторская,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/280126887/,Москва,sale,flat,8,25,1,23.9,-1,0,13133050,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301601248/,Москва,sale,flat,16,39,1,47.6,-1,0,25000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Основа,developer,https://www.cian.ru/sale/flat/293623772/,Москва,sale,flat,-1,-1,-1,43.5,-1,0,17182500,Хорошево-Мневники,2-й Силикатный проезд,,Полежаевская,Emotion
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301504109/,Москва,sale,flat,9,9,1,41.0,-1,0,12900000,, Инженера Кнорре,7к3,Румянцево,
КРОСТ,developer,https://www.cian.ru/sale/flat/300762881/,Москва,sale,flat,24,28,1,34.1,-1,0,17800200,Хорошево-Мневники, Генерала Глаголева,,,CRYSTAL Трилогия
ТСН Владис,real_estate_agent,https://www.cian.ru/sale/flat/298620907/,Москва,sale,flat,11,16,1,44.9,-1,0,17480000,Басманный,Рубцовская набережная,2К3,Электрозаводская,
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301173856/,Москва,sale,flat,2,46,1,42.5,-1,0,26738605,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300099173/,Москва,sale,flat,3,15,1,37.5,-1,0,30000000,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
MR Group,developer,https://www.cian.ru/sale/flat/300613174/,Москва,sale,flat,3,55,1,42.12,-1,0,21551919,Марьина роща, 4-я Марьиной рощи,12К1,Марьина Роща,Mod
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301644825/,Москва,sale,flat,11,15,1,36.7,-1,0,17499000,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ
ID 111759195,developer,https://www.cian.ru/sale/flat/296871845/,Москва,sale,flat,2,14,1,31.0,-1,0,10750707,Рязанский,Рязанский проспект,,Окская,balance
MOD estate,real_estate_agent,https://www.cian.ru/sale/flat/299499349/,Москва,sale,flat,5,21,1,48.4,-1,0,22800000,Щукино,Щукинская ,3,Щукинская,Интонация
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297843823/,Москва,sale,flat,13,14,1,37.8,-1,0,10001880,,,к9/1.1,Кедровая,"Новые Ватутинки, мкр. Центральный"
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370745/,Москва,sale,flat,2,6,1,39.0,-1,0,19500000,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
Леонид Альферов,realtor,https://www.cian.ru/sale/flat/300806338/,Москва,sale,flat,3,12,1,34.0,-1,0,12950000,Коньково, Академика Арцимовича,4,Беляево,
Level Group,developer,https://www.cian.ru/sale/flat/301565185/,Москва,sale,flat,5,13,1,28.8,-1,0,,Печатники,,,Кожуховская,Левел Южнопортовая ЖК
ID 97509627,homeowner,https://www.cian.ru/sale/flat/300402209/,Москва,sale,flat,15,16,1,25.8,-1,0,14400000,Проспект Вернадского,проспект Вернадского,70А,Проспект Вернадского,
TOUCH,developer,https://www.cian.ru/sale/flat/297238957/,Москва,sale,flat,3,8,1,40.03,-1,0,24208000,Южнопортовый,,к1,Дубровка,Шампайн ЖК
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/299925097/,Москва,sale,flat,8,16,1,56.1,-1,0,28000000,Таганский,переулок Большой Симоновский,2,Пролетарская,На Симоновском
Forma,developer,https://www.cian.ru/sale/flat/298002863/,Москва,sale,flat,3,25,1,40.7,-1,0,21957650,Печатники,Южнопортовая ,,,Portland
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/297165740/,Москва,sale,flat,6,22,1,50.5,-1,0,29000000,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
3SGroup,developer,https://www.cian.ru/sale/flat/299381121/,Москва,sale,flat,6,17,1,25.7,-1,0,7719255,,,,Корниловская,FOREVILLE
ID 96167522,realtor,https://www.cian.ru/sale/flat/294926126/,Москва,sale,flat,4,9,1,26.8,-1,0,6182125,Люблино, Верхние Поля,27С2,Братиславская,
MR Group,developer,https://www.cian.ru/sale/flat/298871390/,Москва,sale,flat,2,48,1,33.9,-1,0,13509421,Покровское-Стрешнево,Вишневая ,7С128,Тушинская,Мультиквартал CITYZEN
ID 96167522,realtor,https://www.cian.ru/sale/flat/298016388/,Москва,sale,flat,1,9,1,29.8,-1,0,6370000,Люблино, Верхние Поля,27С2,Братиславская,
Level Group,developer,https://www.cian.ru/sale/flat/301557021/,Москва,sale,flat,11,31,1,33.9,-1,0,,Западное Дегунино,Ильменский проезд,10С3а,Селигерская,Level Селигерская
ID 96167522,realtor,https://www.cian.ru/sale/flat/299789518/,Москва,sale,flat,6,9,1,26.9,-1,0,6507900,Люблино, Верхние Поля,27С2,Братиславская,
Центр-Инвест,representative_developer,https://www.cian.ru/sale/flat/298334392/,Москва,sale,flat,6,15,1,40.5,-1,0,23981169,Раменки,Винницкая ,8к3,Раменки,Настоящее
ID 96167522,realtor,https://www.cian.ru/sale/flat/301361857/,Москва,sale,flat,5,9,1,29.5,-1,0,6688500,Люблино, Верхние Поля,27С2,Братиславская,
Level Group,developer,https://www.cian.ru/sale/flat/301555682/,Москва,sale,flat,2,45,1,34.0,-1,0,,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/296746930/,Москва,sale,flat,1,9,1,34.9,-1,0,6854250,Люблино, Верхние Поля,27С2,Братиславская,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/298748301/,Москва,sale,flat,10,30,1,25.9,-1,0,7676760,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/298016918/,Москва,sale,flat,3,9,1,30.3,-1,0,6825000,Люблино, Верхние Поля,27С2,Братиславская,
Э.К. Девелопмент,developer,https://www.cian.ru/sale/flat/300755282/,Москва,sale,flat,11,26,1,35.0,-1,0,12950000,Чертаново Южное,Варшавское шоссе,170Ек1,Лесопарковая,Зеленая Вертикаль
ID 96167522,realtor,https://www.cian.ru/sale/flat/296746996/,Москва,sale,flat,9,9,1,35.1,-1,0,7220000,Люблино, Верхние Поля,27С2,Братиславская,
Hutton Development,developer,https://www.cian.ru/sale/flat/300937282/,Москва,sale,flat,7,8,1,48.3,-1,0,35114100,Гагаринский,м. Ленинский проспект,,Ленинский проспект,Лунар ЖК
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/297368415/,Москва,sale,flat,30,32,1,43.8,-1,0,16950000,Бутырский, Руставели,14,Бутырская,Руставели 14
MR Group,developer,https://www.cian.ru/sale/flat/300575196/,Москва,sale,flat,3,29,1,40.1,-1,0,13213932,Южнопортовый,Волгоградский проспект,32/3к4,Волгоградский проспект,Метрополия
Группа Родина,developer,https://www.cian.ru/sale/flat/293200764/,Москва,sale,flat,6,13,1,33.9,-1,0,11048000,, 1-я Ватутинская,14к1,Ольховая,Russian Design District
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/295998596/,Москва,sale,flat,4,9,1,31.7,-1,0,8100000,,,,Прокшино,"Новые Ватутинки, мкр. Центральный"
Колди,developer,https://www.cian.ru/sale/flat/298328961/,Москва,sale,flat,8,21,1,30.0,-1,0,9852729,Нижегородский,Автомобильный проезд,4,Калитники,N’ice Loft
ID 96167522,realtor,https://www.cian.ru/sale/flat/294228710/,Москва,sale,flat,8,9,1,37.0,-1,0,9215000,Люблино, Верхние Поля,27С2,Братиславская,
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/298496731/,Москва,sale,flat,14,19,1,29.0,-1,0,19459000,Щукино, Ротмистрова,2,Октябрьское поле,Театральный квартал
ID 96167522,realtor,https://www.cian.ru/sale/flat/298016618/,Москва,sale,flat,4,9,1,36.1,-1,0,9120000,Люблино, Верхние Поля,27С2,Братиславская,
Forma,developer,https://www.cian.ru/sale/flat/297989333/,Москва,sale,flat,20,20,1,39.09,-1,0,19612821,Даниловский,Автозаводская ,26,Тульская,FORST
ID 96167522,realtor,https://www.cian.ru/sale/flat/294226529/,Москва,sale,flat,5,9,1,36.1,-1,0,9120000,Люблино, Верхние Поля,27С2,Братиславская,
St Michael,developer,https://www.cian.ru/sale/flat/298001363/,Москва,sale,flat,18,21,1,35.58,-1,0,15904625,Хорошевский,,,Полежаевская,Зорге 9 ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/294926973/,Москва,sale,flat,7,9,1,36.9,-1,0,9215000,Люблино, Верхние Поля,27С2,Братиславская,
VOS HOD,developer,https://www.cian.ru/sale/flat/300560437/,Москва,sale,flat,8,17,1,69.3,-1,0,38918880,Филевский парк, Василисы Кожиной,вл25/1,Филёвский парк,AHEAD
ID 96167522,realtor,https://www.cian.ru/sale/flat/298882717/,Москва,sale,flat,9,9,1,36.5,-1,0,9215000,Люблино, Верхние Поля,27С2,Братиславская,
MR Group,developer,https://www.cian.ru/sale/flat/295831754/,Москва,sale,flat,2,48,1,41.84,-1,0,13578463,Покровское-Стрешнево,Волоколамское шоссе,95/1к1,Трикотажная,City Bay
ID 96167522,realtor,https://www.cian.ru/sale/flat/296747241/,Москва,sale,flat,4,9,1,36.0,-1,0,9120000,Люблино, Верхние Поля,27С2,Братиславская,
РКС Девелопмент,developer,https://www.cian.ru/sale/flat/301447654/,Москва,sale,flat,2,10,1,38.19,-1,0,15805008,Даниловский,Автозаводская ,24К1,Тульская,Дом на набережной INSIDER
ID 96167522,realtor,https://www.cian.ru/sale/flat/295766589/,Москва,sale,flat,9,9,1,35.9,-1,0,9072500,Люблино, Верхние Поля,27С2,Братиславская,
КОРТРОС,developer,https://www.cian.ru/sale/flat/301449010/,Москва,sale,flat,20,26,1,25.4,-1,0,13208000,Останкинский,,,ВДНХ,АйЛав ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/297465291/,Москва,sale,flat,7,9,1,36.3,-1,0,9215000,Люблино, Верхние Поля,27С2,Братиславская,
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/298891702/,Москва,sale,flat,2,17,1,35.7,-1,0,9755689,,,,Мичуринец,Переделкино Ближнее Город-парк
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299486441/,Москва,sale,flat,6,12,1,41.15,-1,0,13400000,Нагатинский затон,Коломенская ,21К1,Кленовый бульвар,
Основа,developer,https://www.cian.ru/sale/flat/299250693/,Москва,sale,flat,11,29,1,30.1,-1,0,12341000,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299055856/,Москва,sale,flat,2,9,1,33.6,-1,0,15500000,Мещанский,Трифоновская ,56,Рижская,
Optima Development,developer,https://www.cian.ru/sale/flat/301275528/,Москва,sale,flat,11,41,1,40.2,-1,0,33369885,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299093726/,Москва,sale,flat,4,4,1,39.9,-1,0,11700000,Южное Тушино,Окружная ,2,Трикотажная,
Level Group,developer,https://www.cian.ru/sale/flat/301554369/,Москва,sale,flat,2,12,1,30.6,-1,0,,Очаково-Матвеевское,,к9,Аминьевская,Левел Мичуринский ЖК
RND,real_estate_agent,https://www.cian.ru/sale/flat/301426259/,Москва,sale,flat,6,16,1,34.8,-1,0,13100000,Дмитровский,Дмитровское шоссе,107Ак5,Яхромская,Город
Forma,developer,https://www.cian.ru/sale/flat/299487421/,Москва,sale,flat,2,29,1,38.4,-1,0,16698624,Аэропорт,Часовая ,28к8,Сокол,SOUL
Бюро Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/299166952/,Москва,sale,flat,6,14,1,27.0,-1,0,14800000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
А101,developer,https://www.cian.ru/sale/flat/296534525/,Москва,sale,flat,4,17,1,20.9,-1,0,7590237,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
Руслан Гучински,realtor,https://www.cian.ru/sale/flat/301529327/,Москва,sale,flat,6,15,1,45.0,-1,0,36800000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/301563956/,Москва,sale,flat,7,12,1,43.8,-1,0,10218540,,,5/2,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный"
ID 16206164,homeowner,https://www.cian.ru/sale/flat/301408225/,Москва,sale,flat,22,24,1,42.7,-1,0,19500000,Даниловский,Автозаводская ,23Бк2,ЗИЛ,Парк Легенд
А101,developer,https://www.cian.ru/sale/flat/300308063/,Москва,sale,flat,13,30,1,33.2,-1,0,9150233,Южное Бутово,м. Бунинская аллея,,Бунинская аллея,Южные Сады ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300812067/,Москва,sale,flat,8,17,1,36.2,-1,0,27000000,Тверской,Садовая-Триумфальная ,22/31,Маяковская,
Level Group,developer,https://www.cian.ru/sale/flat/301405688/,Москва,sale,flat,23,26,1,33.6,-1,0,,Нагатино-Садовники,Нагатинская набережная,10АС3,Нагатинская,Level Нагатинская
ID 13544436,realtor,https://www.cian.ru/sale/flat/299397912/,Москва,sale,flat,12,16,1,38.5,-1,0,12299000,,проспект Магеллана,5,Филатов Луг,
А101,developer,https://www.cian.ru/sale/flat/296804819/,Москва,sale,flat,5,13,1,32.5,-1,0,8749863,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
Estes,real_estate_agent,https://www.cian.ru/sale/flat/300571752/,Москва,sale,flat,5,13,1,45.2,-1,0,25500000,Хорошево-Мневники,Жилой комплекс остров,к5,Терехово ,Остров
А101,developer,https://www.cian.ru/sale/flat/292609347/,Москва,sale,flat,7,13,1,32.7,-1,0,9394107,,,,Прокшино,Прокшино ЖК
Наталья Купатадзе,realtor,https://www.cian.ru/sale/flat/300709831/,Москва,sale,flat,8,9,1,35.0,-1,0,12600000,Коньково,Миклухо-Маклая ,57К1,Беляево,
Группа Аквилон,developer,https://www.cian.ru/sale/flat/299730070/,Москва,sale,flat,8,28,1,32.89,-1,0,11860430,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
ЛИДЕР,real_estate_agent,https://www.cian.ru/sale/flat/300895436/,Москва,sale,flat,7,12,1,27.6,-1,0,6950000,Матушкино,Зеленоград,к158,Зеленоград — Крюково,
ID 114800637,developer,https://www.cian.ru/sale/flat/300193663/,Москва,sale,flat,6,14,1,38.94,-1,0,9109030,Силино,проспект Генерала Алексеева,17с1,Зеленоград — Крюково,Апарт-отель Сигма Силино
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/299203398/,Москва,sale,flat,6,18,1,40.9,-1,0,17400000,Академический,Новочеремушкинская ,35к2,Профсоюзная,
Apsis Globe,developer,https://www.cian.ru/sale/flat/296193001/,Москва,sale,flat,6,9,1,37.04,-1,0,10800000,Косино-Ухтомский, Николая Старостина,вл14,Реутов,МФК CITIMIX Новокосино
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/292414373/,Москва,sale,flat,16,22,1,14.3,-1,0,7450000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
А101,developer,https://www.cian.ru/sale/flat/288821957/,Москва,sale,flat,3,16,1,36.2,-1,0,20367033,Сокол, Зорге,25С2,Зорге,Дом на Зорге
BERI,real_estate_agent,https://www.cian.ru/sale/flat/297062106/,Москва,sale,flat,2,9,1,34.1,-1,0,21190000,Красносельский,переулок Даев,12/16,Сухаревская,
А101,developer,https://www.cian.ru/sale/flat/290946569/,Москва,sale,flat,2,18,1,22.3,-1,0,7690741,,,37.2.1,Бунинская аллея,Скандинавия ЖК
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/296468472/,Москва,sale,flat,13,16,1,40.3,-1,0,8400000,, Гренадерская,9к3,Коммунарка,"Новые Ватутинки, мкр. Десна"
А101,developer,https://www.cian.ru/sale/flat/301534519/,Москва,sale,flat,2,10,1,35.6,-1,0,6924833,,,,Толстопальцево,Родные кварталы
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301364480/,Москва,sale,flat,18,42,1,40.7,-1,0,26500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
А101,developer,https://www.cian.ru/sale/flat/292131403/,Москва,sale,flat,9,15,1,33.5,-1,0,8128776,,,,Ольховая,Деснаречье ЖК
Максим  Колесников,realtor,https://www.cian.ru/sale/flat/301350226/,Москва,sale,flat,21,25,1,33.5,-1,0,11950000,Кунцево,№ 100 кв-л,1к3,Павшино,Мякинино парк
3SGroup,developer,https://www.cian.ru/sale/flat/299381061/,Москва,sale,flat,3,17,1,32.7,-1,0,9346641,,,,Корниловская,FOREVILLE
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/301476484/,Москва,sale,flat,13,22,1,17.6,-1,0,8900000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
Regions Development,developer,https://www.cian.ru/sale/flat/301581378/,Москва,sale,flat,10,17,1,48.2,-1,0,24109249,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
Новые Ватутинки,real_estate_agent,https://www.cian.ru/sale/flat/299188084/,Москва,sale,flat,11,13,1,37.0,-1,0,8550000,Десеновское поселение, 3-я Нововатутинская,8,,"Новые Ватутинки, мкр. Центральный"
MR Group,developer,https://www.cian.ru/sale/flat/300288557/,Москва,sale,flat,2,36,1,37.6,-1,0,22252432,Савеловский,,,Дмитровская,Симфония 34 ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300140948/,Москва,sale,flat,11,20,1,44.0,-1,0,22500000,Левобережный,Ленинградское шоссе,69,Беломорская,Aquatoria
Regions Development,developer,https://www.cian.ru/sale/flat/301581392/,Москва,sale,flat,13,17,1,42.83,-1,0,22775707,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/294621795/,Москва,sale,flat,11,22,1,21.3,-1,0,8600000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
MR Group,developer,https://www.cian.ru/sale/flat/300288202/,Москва,sale,flat,6,49,1,39.39,-1,0,20763769,Савеловский,,,Дмитровская,Симфония 34 ЖК
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/294623881/,Москва,sale,flat,15,22,1,19.9,-1,0,8060000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
MR Group,developer,https://www.cian.ru/sale/flat/300288850/,Москва,sale,flat,30,54,1,38.34,-1,0,20913013,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/293749407/,Москва,sale,flat,18,21,1,46.7,-1,0,17999900,Хорошево-Мневники, Народного Ополчения,13,Народное Ополчение,Wellton Gold
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551498/,Москва,sale,flat,7,34,1,42.1,-1,0,20275360,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/300858701/,Москва,sale,flat,6,22,1,17.3,-1,0,8590000,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
